uprava,opstina,naselje,ustanova,naziv,ulica,broj,postanski_broj,tip_lokacije
Лесковац,Власотинце,Конопница,ПУ Милка Диманић,ПУ Милка Диманић- Конопница,Конопница,бб,16210,Издвојена локација
Лесковац,Власотинце,Крушевица,ПУ Милка Диманић,ПУ Милка Диманић- Крушевица,Крушевица,бб,16210,Издвојена локација
Лесковац,Власотинце,Ладовица,ПУ Милка Диманић,ПУ Милка Диманић-Ладовица,Ладовица,бб,16210,Издвојена локација
Лесковац,Власотинце,Липовица,ПУ Милка Диманић,ПУ Милка Диманић-Липовица,Липовица,бб,16210,Издвојена локација
Лесковац,Власотинце,Орашје,ПУ Милка Диманић,ПУ Милка Диманић-Орашје,Орашје,бб,16210,Издвојена локација
Лесковац,Власотинце,Прилепац,ПУ Милка Диманић,Лане,Прилепац,бб,16210,Издвојена локација
Лесковац,Власотинце,Равни Дел,ПУ Милка Диманић,ПУ Милка Диманић-Равни Дел,Равни Дел,бб,16210,Издвојена локација
Лесковац,Власотинце,Свође,ПУ Милка Диманић,ПУ Милка Диманић-Свође,Свође,бб,16210,Издвојена локација
Лесковац,Власотинце,Стајковце,ПУ Милка Диманић,Пчелица,Стајковце,бб,16210,Издвојена локација
Лесковац,Власотинце,Тегошница,ПУ Милка Диманић,ПУ Милка Диманић-Тегошница,Тегошница,бб,16210,Издвојена локација
Лесковац,Власотинце,Шишаве,ПУ Милка Диманић,ПУ Милка Диманић- Шишава,Шишава,бб,16210,Издвојена локација
Лесковац,Врање,Врање,ПУ Наше дете,ПУ Наше дете,Цара Душана,22,17500,Матична локација
Лесковац,Врање,Александровац,ПУ Наше дете,Васпитна група Александровац,Александровац,бб,17501,Издвојена локација
Лесковац,Врање,Барелић,ПУ Наше дете,Васпитна група Барелић,Барелић,бб,17508,Издвојена локација
Лесковац,Врање,Бресница,ПУ Наше дете,Васпитна група Бресница,Бресница,бб,17500,Издвојена локација
Лесковац,Врање,Буштрање,ПУ Наше дете,Васпитна група Буштрање,Буштрање,бб,17501,Издвојена локација
Лесковац,Врање,Власе,ПУ Наше дете,Васпитна група Власе,Село Власе,бб,17507,Издвојена локација
